Tag.ID,TimeStep.coa,Sensor.Value.coa,Sensor.Unit,Number.of.Stations,Number.of.Detections,Sci.Name,Common.Name,Tag.Project,Release.Latitude,Release.Longitude,Release.Date,Tag.Life,Tag.Status,Sex,Bio,Longitude.coa,Latitude.coa,Err
64475,05/08/2017 16:00:00,NA,NA,1,5,CM,green,Bimini,25.690606,-79.26584,5/2/17,513,deployed,unknown,56.2,-79.26728876,25.68997165,275.8
64475,05/08/2017 16:30:00,NA,NA,1,9,CM,green,Bimini,25.690606,-79.26584,5/2/17,513,deployed,unknown,56.2,-79.26690555,25.69007961,162
64475,05/08/2017 17:00:00,NA,NA,1,1,CM,green,Bimini,25.690606,-79.26584,5/2/17,513,deployed,unknown,56.2,-79.26906142,25.69410056,439
64475,05/08/2017 23:00:00,NA,NA,1,3,CM,green,Bimini,25.690606,-79.26584,5/2/17,513,deployed,unknown,56.2,-79.26787858,25.6904251,276.6666667
64475,05/08/2017 23:30:00,NA,NA,1,1,CM,green,Bimini,25.690606,-79.26584,5/2/17,513,deployed,unknown,56.2,-79.26663888,25.69094307,13
64475,05/09/2017 00:00:00,NA,NA,1,7,CM,green,Bimini,25.690606,-79.26584,5/2/17,513,deployed,unknown,56.2,-79.2672473,25.69010954,185.5714286
64475,05/09/2017 00:30:00,NA,NA,1,4,CM,green,Bimini,25.690606,-79.26584,5/2/17,513,deployed,unknown,56.2,-79.26703909,25.69029868,127.75
64475,05/09/2017 01:00:00,NA,NA,1,4,CM,green,Bimini,25.690606,-79.26584,5/2/17,513,deployed,unknown,56.2,-79.26743387,25.69034829,136.25
64475,05/09/2017 01:30:00,NA,NA,1,4,CM,green,Bimini,25.690606,-79.26584,5/2/17,513,deployed,unknown,56.2,-79.26700447,25.69120919,106.5
64475,05/09/2017 02:00:00,NA,NA,1,1,CM,green,Bimini,25.690606,-79.26584,5/2/17,513,deployed,unknown,56.2,-79.26723535,25.68765855,360
64475,05/09/2017 02:30:00,NA,NA,1,1,CM,green,Bimini,25.690606,-79.26584,5/2/17,513,deployed,unknown,56.2,-79.26657248,25.69082539,3
64475,05/09/2017 10:00:00,NA,NA,1,6,CM,green,Bimini,25.690606,-79.26584,5/2/17,513,deployed,unknown,56.2,-79.26745445,25.69012747,268.3333333
64475,05/09/2017 10:30:00,NA,NA,1,6,CM,green,Bimini,25.690606,-79.26584,5/2/17,513,deployed,unknown,56.2,-79.26551077,25.69069591,246.3333333
64475,05/09/2017 11:00:00,NA,NA,1,4,CM,green,Bimini,25.690606,-79.26584,5/2/17,513,deployed,unknown,56.2,-79.26636828,25.68950874,168.75
64475,05/09/2017 11:30:00,NA,NA,1,9,CM,green,Bimini,25.690606,-79.26584,5/2/17,513,deployed,unknown,56.2,-79.26657246,25.69075204,179.5555556
64475,05/09/2017 12:00:00,NA,NA,1,7,CM,green,Bimini,25.690606,-79.26584,5/2/17,513,deployed,unknown,56.2,-79.26683411,25.69033216,182.4285714
64475,05/09/2017 12:30:00,NA,NA,1,7,CM,green,Bimini,25.690606,-79.26584,5/2/17,513,deployed,unknown,56.2,-79.26706742,25.68961228,238.4285714
64475,05/09/2017 13:00:00,NA,NA,1,5,CM,green,Bimini,25.690606,-79.26584,5/2/17,513,deployed,unknown,56.2,-79.2685554,25.69082174,249.4
64475,05/09/2017 13:30:00,NA,NA,1,1,CM,green,Bimini,25.690606,-79.26584,5/2/17,513,deployed,unknown,56.2,-79.26449943,25.69122652,211
64475,05/09/2017 16:30:00,NA,NA,1,3,CM,green,Bimini,25.690606,-79.26584,5/2/17,513,deployed,unknown,56.2,-79.26822815,25.69032197,222.6666667
64475,05/09/2017 17:00:00,NA,NA,1,2,CM,green,Bimini,25.690606,-79.26584,5/2/17,513,deployed,unknown,56.2,-79.26563114,25.69093535,127.5
64475,05/09/2017 20:30:00,NA,NA,1,1,CM,green,Bimini,25.690606,-79.26584,5/2/17,513,deployed,unknown,56.2,-79.26936347,25.69173508,298
64475,05/09/2017 21:00:00,NA,NA,1,1,CM,green,Bimini,25.690606,-79.26584,5/2/17,513,deployed,unknown,56.2,-79.26803892,25.69051576,153
64475,05/09/2017 21:30:00,NA,NA,1,1,CM,green,Bimini,25.690606,-79.26584,5/2/17,513,deployed,unknown,56.2,-79.2622042,25.68803582,537
64475,05/09/2017 23:00:00,NA,NA,1,1,CM,green,Bimini,25.690606,-79.26584,5/2/17,513,deployed,unknown,56.2,-79.26814558,25.69281874,270
64475,05/09/2017 23:30:00,NA,NA,1,2,CM,green,Bimini,25.690606,-79.26584,5/2/17,513,deployed,unknown,56.2,-79.26662261,25.69015862,123.5
64475,05/10/2017 00:00:00,NA,NA,1,2,CM,green,Bimini,25.690606,-79.26584,5/2/17,513,deployed,unknown,56.2,-79.2658093,25.68984783,138
64475,05/10/2017 00:30:00,NA,NA,1,1,CM,green,Bimini,25.690606,-79.26584,5/2/17,513,deployed,unknown,56.2,-79.26909152,25.69104222,255
64475,05/10/2017 01:00:00,NA,NA,1,6,CM,green,Bimini,25.690606,-79.26584,5/2/17,513,deployed,unknown,56.2,-79.26773441,25.69113257,190.8333333
64475,05/10/2017 01:30:00,NA,NA,1,3,CM,green,Bimini,25.690606,-79.26584,5/2/17,513,deployed,unknown,56.2,-79.26867338,25.69260814,310.6666667
64475,05/10/2017 08:00:00,NA,NA,1,3,CM,green,Bimini,25.690606,-79.26584,5/2/17,513,deployed,unknown,56.2,-79.26683634,25.69084093,98.66666667
64475,05/10/2017 09:00:00,NA,NA,1,1,CM,green,Bimini,25.690606,-79.26584,5/2/17,513,deployed,unknown,56.2,-79.26678354,25.69063158,33
64475,05/10/2017 09:30:00,NA,NA,1,3,CM,green,Bimini,25.690606,-79.26584,5/2/17,513,deployed,unknown,56.2,-79.26889004,25.68946805,371
64475,05/10/2017 10:00:00,NA,NA,1,5,CM,green,Bimini,25.690606,-79.26584,5/2/17,513,deployed,unknown,56.2,-79.26741886,25.6917436,225.6
64475,05/10/2017 10:30:00,NA,NA,1,4,CM,green,Bimini,25.690606,-79.26584,5/2/17,513,deployed,unknown,56.2,-79.26656053,25.69035795,114.25
64475,05/10/2017 11:00:00,NA,NA,1,5,CM,green,Bimini,25.690606,-79.26584,5/2/17,513,deployed,unknown,56.2,-79.26670437,25.68922909,267.4
64475,05/10/2017 11:30:00,NA,NA,1,7,CM,green,Bimini,25.690606,-79.26584,5/2/17,513,deployed,unknown,56.2,-79.26676424,25.69006491,156.8571429
64475,05/10/2017 12:00:00,NA,NA,1,2,CM,green,Bimini,25.690606,-79.26584,5/2/17,513,deployed,unknown,56.2,-79.26751435,25.69090984,109.5
64475,05/10/2017 12:30:00,NA,NA,1,2,CM,green,Bimini,25.690606,-79.26584,5/2/17,513,deployed,unknown,56.2,-79.26626269,25.69034035,66
64475,05/10/2017 13:30:00,NA,NA,1,6,CM,green,Bimini,25.690606,-79.26584,5/2/17,513,deployed,unknown,56.2,-79.26733029,25.68989111,182
64475,05/10/2017 14:00:00,NA,NA,1,10,CM,green,Bimini,25.690606,-79.26584,5/2/17,513,deployed,unknown,56.2,-79.26666683,25.69012307,211.1
